learner_level,learner_skills,learner_goals,formation_id,formation_title,formation_level,formation_skills,formation_category,label
BEGINNER,Angular|PostgreSQL|Spring Boot,francais,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
BEGINNER,Business English|Communication|PostgreSQL,english,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,Business English|Communication,it english training,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
INTERMEDIATE,Java,rest,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
BEGINNER,French|Communication|Java|Business English,francais job,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Java|REST APIs|PostgreSQL|Business English,spring,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
BEGINNER,French|Communication|Angular,francais training,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Communication|Business English|REST APIs,communication,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
BEGINNER,Angular,fullstack,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
BEGINNER,Angular|REST APIs|Agile,typescript,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
INTERMEDIATE,Java,typescript,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
BEGINNER,Java|REST APIs|Business English|Communication,rest training,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
ADVANCED,Java|Spring Boot|Spring Security|REST APIs|Business English,security training,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
INTERMEDIATE,Spring Boot|Communication,presentation,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
ADVANCED,Java|Spring Boot|Spring Security|TypeScript|PostgreSQL,auth,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
BEGINNER,Business English|Communication|Agile|Spring Security,english,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
INTERMEDIATE,Communication|Spring Security,presentation career,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
BEGINNER,Java|REST APIs|PostgreSQL|Communication|Angular,api career,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
BEGINNER,Agile|Project Management|Communication,francais,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|Business English,java,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
INTERMEDIATE,Spring Boot|PostgreSQL|Project Management,management,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
BEGINNER,Project Management|French|Communication,english,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
BEGINNER,Java|Spring Boot|Angular|Business English,full stack job,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
BEGINNER,Business English|Communication|Java,english,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,Java|REST APIs,rest,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
BEGINNER,Communication,presentation,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript,java training,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
BEGINNER,Business English|Communication,it english career,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,Java|REST APIs|Communication,java job,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
ADVANCED,REST APIs|Spring Boot|Agile,french,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
BEGINNER,French|Communication|REST APIs|Business English,language training,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Java|REST APIs|Business English,rest,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
ADVANCED,Java|Spring Boot|Spring Security|REST APIs|Communication,jwt,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
ADVANCED,Java|Spring Boot|Spring Security,security,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
ADVANCED,Spring Security|Project Management,language,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
ADVANCED,Java|Spring Boot|Spring Security|REST APIs|PostgreSQL|TypeScript,spring,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
BEGINNER,Communication,typescript,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
ADVANCED,Java|Spring Boot|Spring Security,jwt,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs|Communication,java,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
BEGINNER,Communication|TypeScript|PostgreSQL,business,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
ADVANCED,Java|Spring Boot|Spring Security|Project Management|Business English,security job,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
ADVANCED,Spring Boot|French,security,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
BEGINNER,French|Java|PostgreSQL,language,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
INTERMEDIATE,Communication|Business English,communication career,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
INTERMEDIATE,Communication|Angular|Project Management,presentation,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
BEGINNER,French|Spring Security,french,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Java|REST APIs,backend,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
INTERMEDIATE,Spring Security|French|REST APIs,java,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
BEGINNER,French|Java|Angular,french,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Angular,ui,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
INTERMEDIATE,Communication|Business English|Agile|Angular,business,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
ADVANCED,Communication|Project Management|Spring Boot,english,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
ADVANCED,Java|Spring Boot|Spring Security,security,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
ADVANCED,French,french,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
INTERMEDIATE,Agile,fullstack,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
ADVANCED,Communication|Angular,it english,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
BEGINNER,Java|REST APIs|Business English,api,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
BEGINNER,French|Communication|TypeScript,language,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
INTERMEDIATE,Project Management|Agile|Communication|Spring Boot,scrum job,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
BEGINNER,Project Management|Agile|French|Spring Security,scrum job,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
BEGINNER,Business English|French,security,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
ADVANCED,Business English|Spring Boot|Angular,it english,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs|Spring Security,angular,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
BEGINNER,Spring Boot|Angular,business,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
BEGINNER,Java|REST APIs|PostgreSQL|Project Management,java,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
BEGINNER,Communication|Spring Boot|Agile,presentation career,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
BEGINNER,Angular|TypeScript|PostgreSQL|French,typescript training,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,Angular|TypeScript|Communication,frontend career,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,Communication|Business English|French,francais,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
ADVANCED,Java|Spring Boot|Spring Security,spring,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
ADVANCED,Agile|Angular|Spring Security,communication,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
ADVANCED,Java|Spring Boot|Spring Security|REST APIs,spring career,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
ADVANCED,Spring Boot,api,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
INTERMEDIATE,Java|Spring Boot|Spring Security|REST APIs|Business English,spring job,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
BEGINNER,Project Management|Agile|Angular,typescript,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
INTERMEDIATE,French|Project Management,java,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
ADVANCED,Java|Spring Boot|Spring Security,jwt,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
ADVANCED,TypeScript,business,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
BEGINNER,Angular|TypeScript,ui,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,Business English|Communication,language job,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,Java|REST APIs|TypeScript,java,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
BEGINNER,French|Agile,auth,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
INTERMEDIATE,Communication|Business English|Spring Boot,presentation,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
BEGINNER,Angular|TypeScript,frontend career,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,Business English|Communication|Project Management|PostgreSQL,language,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,Business English|Communication|Project Management,english,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,Project Management|Agile,project,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
INTERMEDIATE,Agile|Angular,full stack,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
ADVANCED,PostgreSQL,business,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
BEGINNER,Agile|Java|French,fullstack,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
BEGINNER,Business English,it english,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,Business English|Communication|Spring Boot,it english,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,French|Communication|Java|TypeScript,language,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Angular|Java,backend,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
ADVANCED,Java|Angular|TypeScript,java,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
BEGINNER,Business English|Communication,it english,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,Communication,angular,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
BEGINNER,Java|REST APIs|PostgreSQL|French|Communication,api,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
ADVANCED,French|Spring Boot,french,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|Communication|REST APIs,angular,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
BEGINNER,Project Management|TypeScript|Business English,java,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
INTERMEDIATE,Spring Boot|French|Angular,ui,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
ADVANCED,PostgreSQL|Agile|French,java,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
BEGINNER,French|Spring Security,rest,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
BEGINNER,French|Communication|TypeScript|Java,francais,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Angular|Spring Boot,it english,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
BEGINNER,REST APIs|TypeScript,jwt,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
ADVANCED,Agile|French,business,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
BEGINNER,Java|REST APIs,java,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
INTERMEDIATE,Spring Boot|French,francais,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
BEGINNER,Communication|French,english,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
BEGINNER,Angular|TypeScript|Spring Boot|Business English,typescript,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,Communication|Business English,presentation,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
BEGINNER,PostgreSQL,backend,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
BEGINNER,French|Communication,francais,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Business English|Spring Security,language,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
ADVANCED,Spring Boot|TypeScript|Angular,business,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
ADVANCED,Spring Boot|Agile|REST APIs,francais,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
INTERMEDIATE,PostgreSQL|Spring Boot,francais,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
INTERMEDIATE,Project Management|Agile|Java,fullstack,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
INTERMEDIATE,TypeScript|Spring Boot,language,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
ADVANCED,Java|Spring Boot|Spring Security|Agile|Business English,security,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
INTERMEDIATE,Java,angular,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
ADVANCED,Java|Spring Boot|Spring Security|Angular|Communication,spring,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
BEGINNER,Angular|TypeScript|PostgreSQL,ui,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
INTERMEDIATE,REST APIs|Java|Agile,project,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,fullstack,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
INTERMEDIATE,Communication|Business English,business,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
BEGINNER,French|Communication,francais job,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
INTERMEDIATE,REST APIs|PostgreSQL|French,fullstack,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
BEGINNER,Java|REST APIs|Communication|Angular,api job,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
ADVANCED,REST APIs|TypeScript,language,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
ADVANCED,Java|Spring Boot|Angular,spring,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
BEGINNER,Java|REST APIs|TypeScript,java training,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
BEGINNER,Angular|TypeScript|Communication,typescript,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
INTERMEDIATE,Project Management|Agile,agile,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
BEGINNER,PostgreSQL|Angular,angular,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
ADVANCED,Agile,english,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
BEGINNER,Java|REST APIs|PostgreSQL,api job,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
BEGINNER,Project Management|French|Agile,spring,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
ADVANCED,French,jwt,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
BEGINNER,Java|REST APIs|Spring Security,api,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
BEGINNER,Java|REST APIs|PostgreSQL,rest,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
INTERMEDIATE,Communication|French|Project Management,business,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
INTERMEDIATE,Agile|Angular,typescript,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
INTERMEDIATE,Communication|Spring Security|TypeScript,java,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
BEGINNER,Business English|Communication,it english training,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,Project Management|Agile|French,project,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
BEGINNER,French|Communication|Business English,french,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Angular|TypeScript,ui,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
ADVANCED,Business English|Spring Boot|PostgreSQL,project,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
BEGINNER,French|Communication|PostgreSQL|REST APIs,francais,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Java|REST APIs|Spring Security,rest,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
BEGINNER,Angular,language,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
ADVANCED,Spring Boot,agile,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
INTERMEDIATE,Business English|PostgreSQL,frontend,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
BEGINNER,TypeScript,communication,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
BEGINNER,Java|REST APIs|Agile|Communication,rest,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
INTERMEDIATE,Spring Security,jwt,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
ADVANCED,Spring Boot,frontend,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
ADVANCED,REST APIs|Spring Boot|PostgreSQL,french,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
BEGINNER,Java|REST APIs|PostgreSQL|Business English|French,api,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
BEGINNER,Business English|TypeScript|French,language,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
INTERMEDIATE,Project Management|Agile|French|Communication,project,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
ADVANCED,TypeScript|Project Management,rest,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
INTERMEDIATE,Communication|Business English,communication,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
ADVANCED,Project Management|Communication|Agile,auth,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
ADVANCED,French,security,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
BEGINNER,Angular|Spring Boot,ui,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
INTERMEDIATE,Project Management|Agile,english,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
INTERMEDIATE,Communication|Spring Security,communication,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
BEGINNER,French|Java,language career,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,French|Business English,french,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
BEGINNER,Angular,angular,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
INTERMEDIATE,Communication|Agile,communication job,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
BEGINNER,Angular|Java,ui,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
ADVANCED,Java|Spring Boot|Spring Security|REST APIs|Communication,jwt training,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|French,angular,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
ADVANCED,Spring Security|French|Angular,java,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
ADVANCED,Spring Security|Java|PostgreSQL,angular,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
BEGINNER,PostgreSQL,scrum,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
ADVANCED,French|Communication|Agile,language,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
ADVANCED,Spring Security,business,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
BEGINNER,Angular|TypeScript,typescript,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,Angular|TypeScript|French|PostgreSQL,typescript,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,Agile|Communication,business,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
ADVANCED,Java|Spring Boot|Spring Security,jwt,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|PostgreSQL|Communication,java training,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
BEGINNER,Communication|TypeScript,communication,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|Business English|Agile,fullstack,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
INTERMEDIATE,Project Management|TypeScript|Spring Security,auth,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
ADVANCED,Business English|Spring Boot|REST APIs,project,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
ADVANCED,French,french,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
INTERMEDIATE,Project Management|Agile|PostgreSQL,agile career,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
INTERMEDIATE,Java|PostgreSQL,java,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
BEGINNER,French|Communication,francais,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
INTERMEDIATE,Project Management|Spring Security,language,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
ADVANCED,Angular,api,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
BEGINNER,Business English|Project Management|PostgreSQL,english,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,French,rest,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
INTERMEDIATE,TypeScript|Business English|Project Management,jwt,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
ADVANCED,Business English,api,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
INTERMEDIATE,Angular,fullstack,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
INTERMEDIATE,Communication,business job,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
BEGINNER,Angular|TypeScript,typescript training,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,Business English|PostgreSQL,english career,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs|Spring Security,angular,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
BEGINNER,French|Communication,language,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Angular|TypeScript,frontend,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
INTERMEDIATE,Agile|Business English|Communication,api,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
ADVANCED,Java,java,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
INTERMEDIATE,REST APIs|Agile|PostgreSQL,rest,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
INTERMEDIATE,Project Management|Agile|Communication,agile,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
BEGINNER,PostgreSQL|Project Management,typescript,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
INTERMEDIATE,Java|Spring Security,presentation,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
ADVANCED,French|Business English,language,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
INTERMEDIATE,Java|Spring Boot|Spring Security|REST APIs|French|Communication,auth,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
INTERMEDIATE,Java|Spring Boot|Communication,fullstack,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
ADVANCED,Agile|TypeScript|Spring Boot,language,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
INTERMEDIATE,PostgreSQL,full stack,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
BEGINNER,Business English|Project Management|Spring Security,language,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,Angular,frontend,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
INTERMEDIATE,Project Management|Agile|Communication|French|PostgreSQL,scrum job,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
INTERMEDIATE,Communication|French,fullstack,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
